Full Name,Email,Age,Zip,Phone,Gender,City,State,Password,Street,Major,Courses 1,Course 1 Name,Course 1 Details,Course 1 Section,Course 1 Section Limit,Course 1 HW_No,Course 1 HW_Details,Course 1 HW_Grade,Course 1 EXAM_No,Course 1 Exam_Details,Course 1 EXAM_Grade,Courses 2,Course 2 Name,Course 2 Details,Course 2 Section,Course 2 Section Limit,Course 2 HW_No,Course 2 HW_Details,Course 2 HW_Grade,Course 2 EXAM_No,Course 2 Exam_Details,Course 2 EXAM_Grade,Courses 3,Course 3 Name,Course 3 Details,Course 3 Section,Course 3 Section Limit,Course 3 HW_No,Course 3 HW_Details,Course 3 HW_Grade,Course 3 EXAM_No,Course 3 Exam_Details,Course 3 EXAM_Grade,Teaching Team ID
Joel Hessel,jh2181@nittany.edu,18,81504,5141184178,F,Grand Junction,Colorado,p90ls52s,6 Andover Dr. ,ECON,MATH231,Vector Calculus,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,87.0,IST558,Data Mining 2,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,76.0,,,,MATH140,Calculus with Analytic Geometry,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,78.0,
Mrs. Deangelo Larson,md7018@nittany.edu,18,6090,6121194871,M,West Granby,Connecticut,pczfi6i4,120 Heritage Lane ,MATH,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,89.0,,,,STAT415,Introduction to Mathematical Statistics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,88.0,CMPEN270,Embedded Systems Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,72.0,
Rey Mayer,rm1496@nittany.edu,21,85003,4242334599,M,Phoenix,Arizona,rqgrpbb3,4 Old Academy Drive ,CMPSC,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,97.0,,,,CMPSC465,Data structures and algorithms,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,93.0,DS220,Data Modelling,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,61.0,
Osvaldo Goldner,og7528@nittany.edu,21,80624,7422569147,M,Gill,Colorado,o3hihfsr,863 Stillwater Road ,CSE,CMPSC475,Applications Programming,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,99.0,EE210,Continuous Time Linear Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,90.0,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,69.0,1.0,Closed book exam for 100 marks,83.0,
Miss Archibald Parisian,ma8013@nittany.edu,21,47948,9564305076,F,Goodland,Indiana,jc1yhwrz,860 Wakehurst Dr. ,PHYS,CMPEN351,Microprocessors,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,71.0,IST110,"Introduction to Information, People And Technology",3 Credit Course.,2.0,60,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,89.0,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,85.0,
Kirk Kshlerin,kk5103@nittany.edu,22,52626,4913827938,F,Farmington,Iowa,o27khz2d,780 East Redwood Drive ,CHEM,CMPEN411,VLSI Digital Circuits,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,94.0,STAT319,Applied Statistics in Science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,75.0,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,71.0,
Jude Jakubowski,jj6204@nittany.edu,19,46039,2619382616,M,Forest,Indiana,vaklayln,251 West Sheffield Drive ,IST,CHEM111,Experimental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,78.0,EE340,Design in Communications,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,,,,STAT414,Introduction to Probability Theory,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,,,,
Letitia Haley,lh7203@nittany.edu,19,6359,6119622334,M,North Stonington,Connecticut,gtmrxd7b,453 North Elm Dr. ,CMPSC,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,83.0,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,66.0,MATH141,Matrices,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,89.0,
Lyla Rowe,lr4974@nittany.edu,18,31747,7191229641,F,Ellenton,Georgia,krunxnsj,3 North Linden Ave. ,PHYS,EE330,Energy Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,61.0,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,68.0,EE352,Design of Digital Circuits and Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,90.0,
Reba Rogahn Jr.,rr1861@nittany.edu,18,30168,9853227083,F,Austell,Georgia,fcsiw9vb,655 East Branch Dr. ,CMPEN,EE340,Design in Communications,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,77.0,,,,STAT319,Applied Statistics in Science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,88.0,STAT414,Introduction to Probability Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,77.0,,,,
Xzavier Bednar,xb9185@nittany.edu,18,91905,5037120585,M,Boulevard,California,fwja346l,6 Andover Dr. ,CHEM,CMPSC221,OOP with Web Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,93.0,PHYS212,Solid State Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,93.0,CMPSC461,Programming Language Concepts,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,73.0,
Madalyn Beahan,mb2685@nittany.edu,22,61344,4623705497,M,Mineral,Illinois,1alls4jn,308 Mammoth Dr. ,CMPSC,STAT319,Applied Statistics in Science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,94.0,1.0,Closed book exam for 100 marks,70.0,CMPSC497,Introduction to Data Mining,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,87.0,,,,CMPSC221,OOP with Web Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,83.0,
Marquise Sporer,ms6799@nittany.edu,20,92056,9527458977,M,Oceanside,California,eivrd0dg,9408 Anderson Court ,DS,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,81.0,CMPSC431W,DBMS,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,89.0,CMPEN441,Operating Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,93.0,
Lily Mayer,lm1111@nittany.edu,19,51046,3846455351,M,Paullina,Iowa,4abor0p0,780 East Redwood Drive ,CSE,EE353,Applied Electromagnetics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,94.0,CHEM111,Experimental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,75.0,PHYS212,Solid State Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,79.0,
Johnpaul Adams III,ja2479@nittany.edu,19,30054,5156254548,M,Oxford,Georgia,i8c51ca7,8985 Cambridge Ave. ,STAT,EE212,Introduction to Signal Conditioning ,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,91.0,IST110,"Introduction to Information, People And Technology",3 Credit Course.,1.0,70,1.0,Turn in this homework online!,69.0,1.0,Closed book exam for 100 marks,71.0,EE352,Design of Digital Circuits and Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,61.0,
Zita Okuneva,zo2385@nittany.edu,21,62346,7171781964,F,La Prairie,Illinois,h2c0hmwx,708 York Dr. ,IST,EE320,Network Security and Cryptography,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,82.0,CMPSC221,OOP with Web Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,94.0,CMPSC475,Applications Programming,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,94.0,
Leone Rath,lr8600@nittany.edu,20,32445,1264351953,M,Malone,Florida,ky9az1o3,7450 West Manchester Street ,STAT,EE212,Introduction to Signal Conditioning ,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,66.0,IST110,"Introduction to Information, People And Technology",3 Credit Course.,1.0,70,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,72.0,CMPSC221,OOP with Web Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,66.0,
Kenna Toy,kt2960@nittany.edu,22,61775,8924682463,F,Strawn,Illinois,ciwfk9v0,55 Hall St. ,CHEM,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,64.0,EE353,Applied Electromagnetics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,76.0,EE210,Continuous Time Linear Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,98.0,
Lesly Hamill,lh7173@nittany.edu,20,80487,9889335112,M,Steamboat Springs,,i41crgb3,798 North Euclid Drive ,PHYS,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,85.0,STAT318,Elementary Probability,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,92.0,CHEM110,Environmental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,93.0,
Mona Jast,mj8696@nittany.edu,19,81321,6444711194,F,Cortez,Colorado,bubzi73b,8401 Green Rd. ,ECON,CMPEN270,Embedded Systems Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,64.0,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,90.0,1.0,Closed book exam for 100 marks,89.0,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,81.0,34.0
Malachi O'Kon Sr.,mo9119@nittany.edu,21,96734,2665385595,M,Kailua,Hawaii,dg88ili6,266 Second Street ,CMPSC,CHEM112,Chemical Principles,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,66.0,CSE583,Pattern Recognition,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,72.0,PHYS213,General Physics: Electricity and Magnetism,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,61.0,
Maryjane Ratke DVM,mr4981@nittany.edu,18,30218,9186066481,M,Gay,Georgia,4y9tpklm,6 Andover Dr. ,MATH,STAT319,Applied Statistics in Science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,85.0,CMPSC221,OOP with Web Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,90.0,CMPSC461,Programming Language Concepts,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,85.0,
Rosanna Raynor II,rr3451@nittany.edu,22,32079,6763384743,F,Penney Farms,Florida,mfh91bnj,655 East Branch Dr. ,EE,CMPEN411,VLSI Digital Circuits,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,82.0,IST558,Data Mining 2,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,78.0,,,,IST128,Introduction to Python,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,74.0,
Sydnie Eichmann,se2637@nittany.edu,18,52323,5332090119,F,Oxford Junction,Iowa,66hclke8,78 South Brewery Ave. ,CHEM,EE211,Circuit Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,70.0,DS120,Python for data science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,98.0,CMPEN270,Embedded Systems Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,92.0,
Johan Marquardt,jm7044@nittany.edu,21,90004,7491946646,M,Los Angeles,California,jhdfzk6j,141 Gulf Rd. ,IST,MATH231,Vector Calculus,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,89.0,PHYS211,Thermal Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,97.0,IST558,Data Mining 2,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,77.0,,,,
Zora Gottlieb,zg1956@nittany.edu,18,86443,4445910532,F,Temple Bar Marina,,18ujzopj,83 Corona Street ,CHEM,DS220,Data Modelling,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,61.0,CHEM110,Environmental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,74.0,IST110,"Introduction to Information, People And Technology",3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,78.0,
Mr. Terence Barrows,mt7486@nittany.edu,20,32310,7946759661,M,Tallahassee,Florida,pyhzcqqb,963 Court Road ,CHEM,CHEM112,Chemical Principles,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,67.0,MATH231,Vector Calculus,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,84.0,DS220,Data Modelling,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,81.0,5.0
Karina Heaney V,kh5965@nittany.edu,20,32091,6866702717,F,Starke,Florida,6tevyige,461 Heather Street ,PHYS,DS220,Data Modelling,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,91.0,CMPSC475,Applications Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,90.0,CSE583,Pattern Recognition,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,92.0,
Rafaela Towne,rt4621@nittany.edu,18,6039,5211352768,M,Lakeville,Connecticut,7kg2r96n,266 Second Street ,CSE,CMPSC132,Programming and Computation II,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,94.0,EE311,Devices and Circuits I,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,95.0,CHEM112,Chemical Principles,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,86.0,
Jonathon Renner,jr8895@nittany.edu,19,71839,8168502665,F,Garland City,Arkansas,86avpeyh,336 Myrtle Street ,IST,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,,,,CMPEN411,VLSI Digital Circuits,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,70.0,CMPSC131,Programming and Computation,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,74.0,
Marquis Corkery,mc3632@nittany.edu,20,47833,6763186603,M,Bowling Green,Indiana,6se8nlut,8378 West Pulaski Ave. ,DS,EE311,Devices and Circuits I,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,94.0,CHEM112,Chemical Principles,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,62.0,CMPEN270,Embedded Systems Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,99.0,
Ozella Cremin,oc9673@nittany.edu,21,62288,6501797816,M,Steeleville,Illinois,xd3o8mxz,251 West Sheffield Drive ,CMPEN,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,89.0,CMPSC497,Introduction to Data Mining,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,100.0,,,,STAT319,Applied Statistics in Science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,70.0,
Pattie Pouros,pp1292@nittany.edu,21,67642,1838117591,F,Hill City,Kansas,hni8nv4y,87 Vermont St. ,IST,CMPSC132,Programming and Computation II,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,87.0,STAT318,Elementary Probability,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,86.0,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,69.0,
Sylvester Rogahn,sr8161@nittany.edu,20,46975,5963242445,F,Rochester,Indiana,o4khshi4,9408 Anderson Court ,MATH,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,99.0,EE352,Design of Digital Circuits and Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,76.0,CMPEN331,Computer Organization And Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,66.0,
Madeline Beatty,mb3501@nittany.edu,18,33313,7573370559,M,Fort Lauderdale,Florida,3z92cca8,78 South Brewery Ave. ,CHEM,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,94.0,1.0,Closed book exam for 100 marks,96.0,EE340,Design in Communications,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,72.0,,,,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,62.0,
Mr. Talia Reilly,mt2330@nittany.edu,22,61955,6033071809,M,Vermilion,Illinois,9yv3xir1,7313 Stillwater Lane ,STAT,EE211,Circuit Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,79.0,EE352,Design of Digital Circuits and Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,99.0,EE210,Continuous Time Linear Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,75.0,
Sean Schmidt,ss2791@nittany.edu,18,50130,1088807417,F,Jewell,Iowa,08i243xw,8401 Green Rd. ,CMPEN,EE210,Continuous Time Linear Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,75.0,CMPEN351,Microprocessors,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,62.0,MATH140,Calculus with Analytic Geometry,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,73.0,
Leopold Torp,lt1060@nittany.edu,18,83348,9751819004,F,Picabo,Idaho,rfbl7dns,91 S. Gartner Street ,PHYS,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,88.0,CMPSC431W,DBMS,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,74.0,DS120,Python for data science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,76.0,
Madaline Monahan DVM,mm9332@nittany.edu,21,95757,5024655558,M,Elk Grove,California,532k3czr,185 E. Trenton Street ,IST,STAT318,Elementary Probability,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,66.0,CMPSC497,Introduction to Data Mining,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,79.0,,,,DS220,Data Modelling,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,79.0,
